"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
-0.493578063382314,9.5078074367872,-6.98459503398937,4.77088547024422e-09,5.16511126962755e-07,10.5701590175122,"MRPL35","down"
0.464599636838601,9.83518746855725,6.98236796246797,4.81043175315175e-09,5.17388659672321e-07,10.5621765869501,"CCNL2","up"
0.546617681648693,8.86934747885001,6.97373605368756,4.96683070271839e-09,5.30741337947622e-07,10.5312377342144,"H3-3B","up"
-0.453663972243321,8.56382076004049,-6.96646793788926,5.10245505834086e-09,5.39395543176482e-07,10.5051873916424,"VLDLR","down"
-0.315717194423502,9.94294180941864,-6.96589114614247,5.11337534853738e-09,5.39395543176482e-07,10.5031200722004,"MRPL13","ns"
0.609159800311495,8.01223887249146,6.96404869084171,5.14841497349438e-09,5.39632591107156e-07,10.4965164147985,"FAM107A","up"
-0.428177479399377,10.5190423558237,-6.95412450981112,5.34132209818785e-09,5.56308838277084e-07,10.4609469555565,"MAPKAP1","down"
0.449076109440712,7.04632220094762,6.93720256791375,5.68706205536749e-09,5.86393354537975e-07,10.4002984414411,"CTH","up"
-0.440807918134533,9.65740366637458,-6.93652120247997,5.70144243595503e-09,5.86393354537975e-07,10.3978564675979,"ATP5MJ","down"
0.236687729800774,6.81328556776697,6.92746473975757,5.89606929422367e-09,6.00018313665315e-07,10.3653990409177,"ZNF577","ns"
-0.426051018885726,10.8877768979443,-6.92690518286578,5.90830991888544e-09,6.00018313665315e-07,10.3633936723289,"MRPS33","down"
-0.692385957378169,7.32259896770246,-6.92531193356805,5.94330245062266e-09,6.00018313665315e-07,10.3576837208303,"NR1D1","down"
0.665301084004778,9.21233937560994,6.9123467838694,6.23586639593428e-09,6.25715959826186e-07,10.3112196522213,"KLF13","up"
-0.508626796358156,10.6474131400601,-6.90379535530912,6.43666696814725e-09,6.41950252289886e-07,10.280574323498,"NNT","down"
0.454435891460545,10.7597215145963,6.89946449719342,6.54081420748963e-09,6.48407461436442e-07,10.2650543638125,"TRMT112","up"
-0.487484889759802,8.64684285552432,-6.8940838027282,6.67255648229621e-09,6.57506523788421e-07,10.2457725491349,"RTN4IP1","down"
0.227809207369068,6.48993310201974,6.8898602069416,6.77782302456203e-09,6.63903902929719e-07,10.2306374692405,"PLAG1","ns"
-0.321301442107405,12.1437859559602,-6.88415096560961,6.92275957276747e-09,6.72942293353842e-07,10.2101790030177,"PDHB","ns"
0.661585095743732,11.4560426057226,6.88301816999946,6.95188319580415e-09,6.72942293353842e-07,10.2061197997563,"JUND","up"
0.496461233462975,7.43971467334791,6.87319165525334,7.20971094076459e-09,6.89852510859017e-07,10.1709086866851,"FBLN1","up"
-0.466155324632551,11.1259144521103,-6.87316520832784,7.21041759040781e-09,6.89852510859017e-07,10.1708139218597,"RRAGD","down"
0.454971661478496,6.83306069711159,6.846933963176,7.94650638836504e-09,7.54872471717236e-07,10.076827033962,"HPGD","up"
0.741108772031726,10.3108581262737,6.84573945466715,7.98175802617885e-09,7.54872471717236e-07,10.0725473500781,"PMP22","up"
0.285252237592378,6.90157602927499,6.82661667937298,8.56784653327126e-09,8.05671328865782e-07,10.0040375692948,"FOSL2","ns"
0.424372463792608,11.4639339863158,6.81599884980436,8.91163382476704e-09,8.32380192375238e-07,9.96600064215546,"NPIPA1","up"
0.464983828791839,13.0479799025076,6.81474760356188,8.95304412071081e-09,8.32380192375238e-07,9.9615183612024,"NDUFAF7","up"
-0.546879648369806,11.191089160002,-6.80085030095042,9.42610521790307e-09,8.7143813183041e-07,9.91173673780526,"UQCRH","down"
-0.228030607018547,6.83007032574609,-6.79615035591988,9.59167507724934e-09,8.81791089783325e-07,9.89490190137598,"TPPP2","ns"
0.667277996869717,6.64418839987831,6.78498392390955,9.99678865578757e-09,9.13928633998001e-07,9.85490644889518,"ARHGAP36","up"
0.624039977328922,12.8361405163312,6.78216820566772,1.01016116177681e-08,9.18409507082829e-07,9.84482164708392,"APOBEC3A","up"
0.287538998107976,8.55333664380404,6.77143991797604,1.05111598124813e-08,9.50393658649405e-07,9.80639871016288,"DPF2","ns"
0.439529534767635,11.8449700609091,6.76461551623626,1.07802652569154e-08,9.69399153375959e-07,9.7819587354562,"FTL","up"
-0.312867420940673,12.7430954663459,-6.75827104804887,1.10366129118006e-08,9.87057076503209e-07,9.75923849854265,"UQCRC2","ns"
-0.328725842904041,6.87240562204149,-6.75301018707064,1.12537875469595e-08,9.95791336347673e-07,9.74039950268021,"OPN3","ns"
0.329230014015206,6.64030219686306,6.7529739469987,1.12552982839492e-08,9.95791336347673e-07,9.74026973030793,"PERP","ns"
-0.514964727487209,8.61270139291512,-6.74855994536284,1.14408270365003e-08,1.00679277921202e-06,9.72446383464652,"ATAD1","down"
-0.480185338104139,9.24561711352355,-6.74481648687512,1.16005626162103e-08,1.00744341883935e-06,9.71105943154571,"UCHL3","down"
